readcode,readterm,medcode,disease_new,disease_name_new,disease_number_new
J110300,Acute gastric ulcer with haemorrhage and perforation,71403,Peritonitis,peritonitis,78
773B400,Excision of pilonidal sinus NEC,1421,Pilonidal cyst/sinus,pilonidal,234
773By00,Other specified operation on pilonidal sinus,34294,Pilonidal cyst/sinus,pilonidal,234
773B000,Excision of pilonidal sinus and Z plasty skin flap HFQ,57103,Pilonidal cyst/sinus,pilonidal,234
773B300,Excision of pilonidal sinus and suture HFQ,33570,Pilonidal cyst/sinus,pilonidal,234
773B500,Laying open of track of pilonidal sinus,28472,Pilonidal cyst/sinus,pilonidal,234
773B.00,Pilonidal sinus operations,1488,Pilonidal cyst/sinus,pilonidal,234
773Bx00,Excision of pilonidal sinus NOS,3773,Pilonidal cyst/sinus,pilonidal,234
773Bz00,Operation on pilonidal sinus NOS,1110,Pilonidal cyst/sinus,pilonidal,234
773B200,Excision of pilonidal sinus and skin graft HFQ,63149,Pilonidal cyst/sinus,pilonidal,234
M06z.00,Pilonidal sinus/cyst NOS,5429,Pilonidal cyst/sinus,pilonidal,234
773B900,Destruction of pilonidal sinus NEC,57629,Pilonidal cyst/sinus,pilonidal,234
773B700,Drainage of pilonidal sinus,16096,Pilonidal cyst/sinus,pilonidal,234
M063.00,Pilonidal sinus without abscess,1109,Pilonidal cyst/sinus,pilonidal,234
773BA00,Other specified excision of pilonidal sinus,61171,Pilonidal cyst/sinus,pilonidal,234
M060.00,Pilonidal cyst with abscess,1420,Pilonidal cyst/sinus,pilonidal,234
773B100,Excision of pilonidal sinus and skin flap NEC,31272,Pilonidal cyst/sinus,pilonidal,234
M062.00,Pilonidal sinus with abscess,26075,Pilonidal cyst/sinus,pilonidal,234
773B800,Injection of radiocontrast substance into pilonidal sinus,71740,Pilonidal cyst/sinus,pilonidal,234
M06..00,Pilonidal sinus/cyst,5077,Pilonidal cyst/sinus,pilonidal,234
M061.00,Pilonidal cyst with no abscess,33891,Pilonidal cyst/sinus,pilonidal,234
H51z.00,Pleural effusion NOS,947,Pleural effusion,pleural_effusion,131
H51z200,Serous pleurisy NOS,55211,Pleural effusion,pleural_effusion,131
Hyu7000,[X]Pleural effusion in conditions classified elsewhere,52850,Pleural effusion,pleural_effusion,131
H51zz00,Pleural effusion NOS,9559,Pleural effusion,pleural_effusion,131
H511100,Staphylococcal pleurisy with effusion,93010,Pleural effusion,pleural_effusion,131
H51y400,Hydrothorax,33577,Pleural effusion,pleural_effusion,131
H511.00,Bacterial pleurisy with effusion,31689,Pleural effusion,pleural_effusion,131
H511000,Pneumococcal pleurisy with effusion,43345,Pleural effusion,pleural_effusion,131
H51yz00,Other pleural effusion,18081,Pleural effusion,pleural_effusion,131
H511200,Streptococcal pleurisy with effusion,108784,Pleural effusion,pleural_effusion,131
H51z100,Serofibrinous pleurisy NOS,68470,Pleural effusion,pleural_effusion,131
H51y.00,Other pleural effusion excluding mention of tuberculosis,30065,Pleural effusion,pleural_effusion,131
H51z000,Exudative pleurisy NOS,60142,Pleural effusion,pleural_effusion,131
H51y500,Chylous effusion,43807,Pleural effusion,pleural_effusion,131
H511z00,Bacterial pleurisy with effusion NOS,44842,Pleural effusion,pleural_effusion,131
H51y700,Malignant pleural effusion,7593,Pleural effusion,pleural_effusion,131
H410.11,Asbestos-induced pleural plaque,100994,Pleural plaque,pleural_plaque,132
H510100,Thickening of pleura,3409,Pleural plaque,pleural_plaque,132
H510C00,Pleural plaque,102492,Pleural plaque,pleural_plaque,132
H410.00,Pleural plaque disease due to asbestosis,5005,Pleural plaque,pleural_plaque,132
N20..00,Polymyalgia rheumatica,1408,Polymyalgia Rheumatica,pmr,206
N20..11,Polymyalgia,3042,Polymyalgia Rheumatica,pmr,206
N200.00,Giant cell arteritis with polymyalgia rheumatica,29472,Polymyalgia Rheumatica,pmr,206
H52y100,Chronic pneumothorax,70492,Pneumothorax,pneumothorax,134
H52z.00,Pneumothorax NOS,28695,Pneumothorax,pneumothorax,134
H52y000,Acute pneumothorax NOS,36017,Pneumothorax,pneumothorax,134
Hyu7100,[X]Other spontaneous pneumothorax,98427,Pneumothorax,pneumothorax,134
14B5.00,H/O: pneumothorax,5131,Pneumothorax,pneumothorax,134
H52yz00,Other spontaneous pneumothorax NOS,2486,Pneumothorax,pneumothorax,134
H520.00,Spontaneous tension pneumothorax,27821,Pneumothorax,pneumothorax,134
H52yz11,Spontaneous pneumothorax NOS,9101,Pneumothorax,pneumothorax,134
H52y.00,Other spontaneous pneumothorax,23766,Pneumothorax,pneumothorax,134
Hyu7200,[X]Other pneumothorax,53808,Pneumothorax,pneumothorax,134
H52..00,Pneumothorax,1550,Pneumothorax,pneumothorax,134
J623.00,Portal hypertension,5129,Portal hypertension,portal_htn,79
A900.12,Congenital syphilitic choroiditis,50581,Posterior Uveitis,post_uveitis,96
F442300,Vogt-Koyanagi syndrome,36804,Posterior Uveitis,post_uveitis,96
F430700,Peripheral focal retinochoroiditis,55312,Posterior Uveitis,post_uveitis,96
F430100,Focal juxtapapillary choroiditis,45908,Posterior Uveitis,post_uveitis,96
A915100,Secondary syphilitic chorioretinitis,72903,Posterior Uveitis,post_uveitis,96
F430.11,Retinitis and chorioretinitis,16629,Posterior Uveitis,post_uveitis,96
F430600,Other posterior pole focal retinitis,97455,Posterior Uveitis,post_uveitis,96
F430400,Focal juxtapapillary retinitis,96303,Posterior Uveitis,post_uveitis,96
AD02.00,Toxoplasma chorioretinitis,31619,Posterior Uveitis,post_uveitis,96
F432000,Choroiditis NOS,4785,Posterior Uveitis,post_uveitis,96
F432.00,Other chorioretinitis and retinochoroiditis,58055,Posterior Uveitis,post_uveitis,96
F431500,Pigmented epithelial disseminated retinitis,22532,Posterior Uveitis,post_uveitis,96
A94y200,Syphilitic disseminated retinochoroiditis,58738,Posterior Uveitis,post_uveitis,96
F430300,Peripheral focal chorioretinitis,55978,Posterior Uveitis,post_uveitis,96
F432100,Retinitis NOS,16264,Posterior Uveitis,post_uveitis,96
F430000,Unspecified focal chorioretinitis,39964,Posterior Uveitis,post_uveitis,96
F430500,Focal macular retinochoroiditis,27424,Posterior Uveitis,post_uveitis,96
FyuF000,[X]Other chorioretinal inflammations,53869,Posterior Uveitis,post_uveitis,96
F430800,Multifocal choroiditis,98959,Posterior Uveitis,post_uveitis,96
F430z00,Focal chorioretinitis or retinochoroiditis NOS,32239,Posterior Uveitis,post_uveitis,96
F431600,Punctate inner choroidopathy,98424,Posterior Uveitis,post_uveitis,96
F430200,Other posterior pole focal chorioretinitis,94848,Posterior Uveitis,post_uveitis,96
F432z00,Other chorioretinitis or retinochoroiditis NOS,16194,Posterior Uveitis,post_uveitis,96
A173000,Tuberculous chorioretinitis,37329,Posterior Uveitis,post_uveitis,96
F431000,Unspecified disseminated chorioretinitis,66369,Posterior Uveitis,post_uveitis,96
F401100,Panuveitis,21685,Posterior Uveitis,post_uveitis,96
F430.00,Focal chorioretinitis and retinochoroiditis,34170,Posterior Uveitis,post_uveitis,96
F431400,Metastatic disseminated retinitis,67906,Posterior Uveitis,post_uveitis,96
F432400,Harada's disease,39882,Posterior Uveitis,post_uveitis,96
F431z00,Disseminated chorioretinitis and retinochoroiditis NOS,99779,Posterior Uveitis,post_uveitis,96
F431.00,Disseminated chorioretinitis and retinochoroiditis,43496,Posterior Uveitis,post_uveitis,96
F401000,Sympathetic uveitis,31684,Posterior Uveitis,post_uveitis,96
F431300,General disseminated chorioretinitis,65993,Posterior Uveitis,post_uveitis,96
F432200,Posterior uveitis NOS,10999,Posterior Uveitis,post_uveitis,96
G410.00,Primary pulmonary hypertension,245,Primary pulmonary hypertension,prim_pulm_htn,37
Nyu1300,[X]Other psoriatic arthropathies,59107,Psoriatic arthropathy,psa,208
M160000,Psoriasis spondylitica,26368,Psoriatic arthropathy,psa,208
M160.00,Psoriatic arthropathy,476,Psoriatic arthropathy,psa,208
M160200,Arthritis mutilans,21503,Psoriatic arthropathy,psa,208
M160z00,Psoriatic arthropathy NOS,12500,Psoriatic arthropathy,psa,208
M160.11,Psoriatic arthritis,96880,Psoriatic arthropathy,psa,208
M160100,Distal interphalangeal psoriatic arthropathy,32149,Psoriatic arthropathy,psa,208
M16z.00,Psoriasis and similar disorders NOS,30975,Psoriasis,psoriasis,235
M166.00,Palmoplantar pustular psoriasis,105229,Psoriasis,psoriasis,235
M160100,Distal interphalangeal psoriatic arthropathy,32149,Psoriasis,psoriasis,235
M161400,Psoriasis discoidea,18755,Psoriasis,psoriasis,235
M161H00,Erythrodermic psoriasis,17094,Psoriasis,psoriasis,235
14F2.00,H/O: psoriasis,3437,Psoriasis,psoriasis,235
M161J00,Flexural psoriasis,107494,Psoriasis,psoriasis,235
M161D00,Pustular psoriasis,4231,Psoriasis,psoriasis,235
M161700,Psoriasis gyrata,65839,Psoriasis,psoriasis,235
M161500,Psoriasis geographica,21633,Psoriasis,psoriasis,235
M16y.00,Other psoriasis and similar disorders,41149,Psoriasis,psoriasis,235
M161.00,Other psoriasis,22501,Psoriasis,psoriasis,235
Myu3000,[X]Other psoriasis,66711,Psoriasis,psoriasis,235
M161E00,Psoriasis universalis,20222,Psoriasis,psoriasis,235
M161000,Psoriasis unspecified,162,Psoriasis,psoriasis,235
M160000,Psoriasis spondylitica,26368,Psoriasis,psoriasis,235
M16..00,Psoriasis and similar disorders,3733,Psoriasis,psoriasis,235
Nyu1300,[X]Other psoriatic arthropathies,59107,Psoriasis,psoriasis,235
M161B00,Psoriasis plantaris,2945,Psoriasis,psoriasis,235
M161600,Guttate psoriasis,3193,Psoriasis,psoriasis,235
M161C00,Psoriasis punctata,24136,Psoriasis,psoriasis,235
M161F00,Psoriasis vulgaris,30210,Psoriasis,psoriasis,235
M161300,Psoriasis diffusa,42008,Psoriasis,psoriasis,235
M160.11,Psoriatic arthritis,96880,Psoriasis,psoriasis,235
M161800,Psoriasis inveterata,48257,Psoriasis,psoriasis,235
M16y000,Scalp psoriasis,11761,Psoriasis,psoriasis,235
M161z00,Psoriasis NOS,172,Psoriasis,psoriasis,235
M161100,Psoriasis annularis,21104,Psoriasis,psoriasis,235
M160z00,Psoriatic arthropathy NOS,12500,Psoriasis,psoriasis,235
M160.00,Psoriatic arthropathy,476,Psoriasis,psoriasis,235
M160200,Arthritis mutilans,21503,Psoriasis,psoriasis,235
M161F11,Chronic large plaque psoriasis,93511,Psoriasis,psoriasis,235
M161A00,Psoriasis palmaris,8014,Psoriasis,psoriasis,235
N045200,Juvenile arthritis in psoriasis,28456,Psoriasis,psoriasis,235
M161200,Psoriasis circinata,30272,Psoriasis,psoriasis,235
M161900,Psoriasis ostracea,60169,Psoriasis,psoriasis,235
C120111,Osteitis fibrosa cystica,19457,Hyperparathyroidism,pth,86
C120.12,Von Recklinghausen's bone disease,4116,Hyperparathyroidism,pth,86
C120200,Tertiary hyperparathyroidism,105537,Hyperparathyroidism,pth,86
C120100,Hyperparathyroid bone disease,73934,Hyperparathyroidism,pth,86
Cyu4100,[X]Other hyperparathyroidism,53819,Hyperparathyroidism,pth,86
C120112,Von Recklinghausen's bone disease,73923,Hyperparathyroidism,pth,86
C120.11,Osteitis fibrosa cystica,49456,Hyperparathyroidism,pth,86
K08y100,Secondary hyperparathyroidism,17339,Hyperparathyroidism,pth,86
C120.00,Hyperparathyroidism,3559,Hyperparathyroidism,pth,86
C120000,Primary hyperparathyroidism,18740,Hyperparathyroidism,pth,86
C1z3100,Ectopic hyperparathyroidism,65478,Hyperparathyroidism,pth,86
N332500,Brown tumour of hyperparathyroidism,56524,Hyperparathyroidism,pth,86
P360.00,Congenital ptosis,8319,Ptosis of eyelid,ptosis,97
7218100,Correction of eyelid ptosis using frontalis muscle technique,43924,Ptosis of eyelid,ptosis,97
7218y00,Other specified correction of ptosis of eyelid,49096,Ptosis of eyelid,ptosis,97
2BE..00,O/E - ptosis,8696,Ptosis of eyelid,ptosis,97
F4E3.00,Ptosis of eyelid,2232,Ptosis of eyelid,ptosis,97
2BE3.00,O/E - Horner's syndrome,22097,Ptosis of eyelid,ptosis,97
7218500,Correction of eyelid ptosis using aponeurosis technique,17932,Ptosis of eyelid,ptosis,97
2BE2.00,O/E - ptosis present,38956,Ptosis of eyelid,ptosis,97
7218000,Correction of eyelid ptosis using levator muscle technique,17472,Ptosis of eyelid,ptosis,97
7218.00,Correction of ptosis of eyelid,1633,Ptosis of eyelid,ptosis,97
F4E3000,Unspecified ptosis of eyelid,38413,Ptosis of eyelid,ptosis,97
7218200,Correction of ptosis of eyelid using sling of fascia,27441,Ptosis of eyelid,ptosis,97
7218300,Correction of eyelid ptosis using superior rectus technique,36100,Ptosis of eyelid,ptosis,97
P360.11,Blepharoptosis,16690,Ptosis of eyelid,ptosis,97
2BEZ.00,O/E - ptosis NOS,35069,Ptosis of eyelid,ptosis,97
F4E3100,Paralytic ptosis,47614,Ptosis of eyelid,ptosis,97
F4E3200,Myogenic ptosis,66515,Ptosis of eyelid,ptosis,97
F4E3300,Mechanical ptosis,17923,Ptosis of eyelid,ptosis,97
F4E3z00,Ptosis of eyelid NOS,35130,Ptosis of eyelid,ptosis,97
7218z00,Correction of ptosis of eyelid NOS,4141,Ptosis of eyelid,ptosis,97
Hyu5000,[X]Other interstitial pulmonary diseases with fibrosis,65060,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H55..11,Cirrhosis of lung,40953,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H563.13,Idiopathic pulmonary fibrosis,103753,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H563300,Usual interstitial pneumonitis,103559,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
23E5.11,O/E - fibrosis of lung,7994,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H563.12,Cryptogenic fibrosing alveolitis,5519,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H55..00,Postinflammatory pulmonary fibrosis,7791,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H563z00,Idiopathic fibrosing alveolitis NOS,28229,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H563.00,Idiopathic fibrosing alveolitis,6837,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H563.11,Hamman - Rich syndrome,63174,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H563100,Diffuse pulmonary fibrosis,6051,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
H563200,Pulmonary fibrosis,103472,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
23E5.00,O/E - fibrosis of lung present,2680,Other interstitial pulmonary diseases with fibrosis,pulm_fibrosis,130
G730000,Raynaud's disease,1002,Raynaud's syndrome,raynauds,144
G730111,Vibratory white finger,23880,Raynaud's syndrome,raynauds,144
G730z00,Raynaud's syndrome NOS,39097,Raynaud's syndrome,raynauds,144
G730100,Raynaud's phenomenon,5595,Raynaud's syndrome,raynauds,144
G730.00,Raynaud's syndrome,1231,Raynaud's syndrome,raynauds,144
Gyu5W00,[X]Other and unspecified right bundle-branch block,97821,Right bundle branch block,rbbb,40
G56y400,Right fascicular block,65653,Right bundle branch block,rbbb,40
G564.00,Right bundle branch block,9906,Right bundle branch block,rbbb,40
3299.00,ECG: right bundle branch block,534,Right bundle branch block,rbbb,40
G566200,Right fascicular block,35947,Right bundle branch block,rbbb,40
N01wK00,Reactive arthropathy of IP joint of toe,62937,Postinfective and reactive arthropathies,reactive,207
N011.12,Arthropathy in Reiter's disease,49812,Postinfective and reactive arthropathies,reactive,207
N011.00,Sexually acquired reactive arthropathy,62953,Postinfective and reactive arthropathies,reactive,207
N01w700,Reactive arthropathy of PIP joint of finger,101937,Postinfective and reactive arthropathies,reactive,207
N013700,Postdysenteric reactive arthropathy of the ankle and foot,68096,Postinfective and reactive arthropathies,reactive,207
M211400,Keratoderma blennorrhagica,49472,Postinfective and reactive arthropathies,reactive,207
N038.00,Reactive arthropathies,22634,Postinfective and reactive arthropathies,reactive,207
N01w600,Reactive arthropathy of MCP joint,68933,Postinfective and reactive arthropathies,reactive,207
N01w800,Reactive arthropathy of DIP joint of finger,103172,Postinfective and reactive arthropathies,reactive,207
A993.00,Reiter's disease / syndrome,8103,Postinfective and reactive arthropathies,reactive,207
Nyu0400,[X]Other postinfectious arthropathies in diseases CE,90859,Postinfective and reactive arthropathies,reactive,207
Nyu0300,[X]Other reactive arthropathies,53817,Postinfective and reactive arthropathies,reactive,207
N01wJ00,Reactive arthropathy of lesser MTP joint,107875,Postinfective and reactive arthropathies,reactive,207
A993.11,Reiter's syndrome,2194,Postinfective and reactive arthropathies,reactive,207
N011600,Sexually acquired reactive arthropathy of the lower leg,73438,Postinfective and reactive arthropathies,reactive,207
N01w500,Reactive arthropathy of wrist,58590,Postinfective and reactive arthropathies,reactive,207
N011400,Sexually acquired reactive arthropathy of the hand,98710,Postinfective and reactive arthropathies,reactive,207
N013400,Postdysenteric reactive arthropathy of the hand,110574,Postinfective and reactive arthropathies,reactive,207
N011z00,Sexually acquired reactive arthropathy NOS,70741,Postinfective and reactive arthropathies,reactive,207
N01w.00,"Reactive arthropathy, unspecified",3936,Postinfective and reactive arthropathies,reactive,207
N01w900,Reactive arthropathy of hip,33790,Postinfective and reactive arthropathies,reactive,207
N011x00,Sexually acquired reactive arthropathy of multiple sites,31559,Postinfective and reactive arthropathies,reactive,207
Nyu0500,[X]Reactive arthropathy in other diseases CE,73921,Postinfective and reactive arthropathies,reactive,207
N01wA00,Reactive arthropathy of sacro-iliac joint,94911,Postinfective and reactive arthropathies,reactive,207
N01wD00,Reactive arthropathy of ankle,50465,Postinfective and reactive arthropathies,reactive,207
N01w000,Reactive arthropathy of shoulder,53334,Postinfective and reactive arthropathies,reactive,207
N01w300,Reactive arthropathy of elbow,61906,Postinfective and reactive arthropathies,reactive,207
N013.00,Postdysenteric reactive arthropathy,8017,Postinfective and reactive arthropathies,reactive,207
N01wH00,Reactive arthropathy of 1st MTP joint,103289,Postinfective and reactive arthropathies,reactive,207
N01w100,Reactive arthropathy of sternoclavicular joint,99398,Postinfective and reactive arthropathies,reactive,207
N013x00,Postdysenteric reactive arthropathy of multiple sites,107847,Postinfective and reactive arthropathies,reactive,207
N01wB00,Reactive arthropathy of knee,53339,Postinfective and reactive arthropathies,reactive,207
H593.00,Chronic type 2 respiratory failure,94486,Respiratory failure,resp_failure,135
H592.00,Chronic type 1 respiratory failure,94946,Respiratory failure,resp_failure,135
Fy04.00,Sleep-related respiratory failure,38686,Respiratory failure,resp_failure,135
H591.00,Chronic respiratory failure,24814,Respiratory failure,resp_failure,135
R2y1.00,[D]Respiratory failure,3959,Respiratory failure,resp_failure,135
R2y1z00,[D]Respiratory failure NOS,15779,Respiratory failure,resp_failure,135
H590.00,Acute respiratory failure,37961,Respiratory failure,resp_failure,135
H59..00,Respiratory failure,25249,Respiratory failure,resp_failure,135
7271y00,Other specified photocoagulation of retina for detachment,1551,Retinal detachments and breaks,retinal_detach,98
7271z00,Photocoagulation of retina for detachment NOS,1552,Retinal detachments and breaks,retinal_detach,98
1481.00,H/O: retinal detachment,8691,Retinal detachments and breaks,retinal_detach,98
F410700,Old partial retinal detachment,55469,Retinal detachments and breaks,retinal_detach,98
F410900,Old subtotal retinal detachment,61965,Retinal detachments and breaks,retinal_detach,98
7271.00,Photocoagulation of retina for detachment,2484,Retinal detachments and breaks,retinal_detach,98
F413.00,Retinal defects without detachment,34183,Retinal detachments and breaks,retinal_detach,98
F410.00,Retinal detachment with retinal defect,32028,Retinal detachments and breaks,retinal_detach,98
F413200,Horseshoe retinal tear without detachment,21067,Retinal detachments and breaks,retinal_detach,98
7271000,Xenon photocoagulation of retina for detachment,50694,Retinal detachments and breaks,retinal_detach,98
F41y000,Traction retinal detachment,30514,Retinal detachments and breaks,retinal_detach,98
F410500,Recent total retinal detachment,24440,Retinal detachments and breaks,retinal_detach,98
F410000,Unspecified retinal detachment with retinal defect,29800,Retinal detachments and breaks,retinal_detach,98
F410400,New partial retinal detachment with retinal dialysis,71651,Retinal detachments and breaks,retinal_detach,98
F410800,Old total retinal detachment,53021,Retinal detachments and breaks,retinal_detach,98
F413100,Retinal round hole without detachment,8506,Retinal detachments and breaks,retinal_detach,98
F410300,New partial retinal detachment with giant tear defect,24347,Retinal detachments and breaks,retinal_detach,98
F410z00,Retinal detachment with defect NOS,38463,Retinal detachments and breaks,retinal_detach,98
F41..11,Retinal tears,2496,Retinal detachments and breaks,retinal_detach,98
F413z00,Retinal defects without detachment NOS,34373,Retinal detachments and breaks,retinal_detach,98
7271100,Laser photocoagulation of retina for detachment,6836,Retinal detachments and breaks,retinal_detach,98
F413300,Multiple retinal defects without detachment,45509,Retinal detachments and breaks,retinal_detach,98
F410100,New partial retinal detachment with single defect,62901,Retinal detachments and breaks,retinal_detach,98
F41z.00,Retinal detachment NOS,1202,Retinal detachments and breaks,retinal_detach,98
F410600,Recent subtotal retinal detachment,53020,Retinal detachments and breaks,retinal_detach,98
F41..00,Retinal detachments and defects,4232,Retinal detachments and breaks,retinal_detach,98
FyuF400,[X]Other retinal detachments,72901,Retinal detachments and breaks,retinal_detach,98
F41yz00,Other retinal detachments NOS,35250,Retinal detachments and breaks,retinal_detach,98
F41y.00,Other forms of retinal detachment,47730,Retinal detachments and breaks,retinal_detach,98
F413400,Retinal break,38407,Retinal detachments and breaks,retinal_detach,98
F410200,New partial retinal detachment with multiple defects,62773,Retinal detachments and breaks,retinal_detach,98
F423.00,Retinal vascular occlusion,5258,Retinal vascular occlusions,retinal_vasc_occl,99
F42y700,Retinal cotton wool spots,32480,Retinal vascular occlusions,retinal_vasc_occl,99
F423811,Retinal vein thrombosis,5223,Retinal vascular occlusions,retinal_vasc_occl,99
FyuF500,[X]Other retinal artery occlusions,53818,Retinal vascular occlusions,retinal_vasc_occl,99
F423A00,Retinal venous engorgement,39989,Retinal vascular occlusions,retinal_vasc_occl,99
F423000,Unspecified retinal vascular occlusion,21794,Retinal vascular occlusions,retinal_vasc_occl,99
F423300,Retinal microembolism,11928,Retinal vascular occlusions,retinal_vasc_occl,99
F423400,Hollenhorst plaque,21669,Retinal vascular occlusions,retinal_vasc_occl,99
F423700,Retinal transient arterial occlusion NOS,50242,Retinal vascular occlusions,retinal_vasc_occl,99
F423211,Branch retinal artery occlusion,8149,Retinal vascular occlusions,retinal_vasc_occl,99
FyuF600,[X]Other retinal vascular occlusions,95341,Retinal vascular occlusions,retinal_vasc_occl,99
F423911,Branch retinal vein occlusion,7647,Retinal vascular occlusions,retinal_vasc_occl,99
F423800,Central retinal vein occlusion,4102,Retinal vascular occlusions,retinal_vasc_occl,99
F423200,Retinal arterial branch occlusion,3602,Retinal vascular occlusions,retinal_vasc_occl,99
F423100,Central retinal artery occlusion,7720,Retinal vascular occlusions,retinal_vasc_occl,99
F423900,Retinal venous branch occlusion,5343,Retinal vascular occlusions,retinal_vasc_occl,99
F423z00,Retinal vascular occlusion NOS,861,Retinal vascular occlusions,retinal_vasc_occl,99
F423500,Retinal partial arterial occlusion NOS,57909,Retinal vascular occlusions,retinal_vasc_occl,99
G14021X,Rheumatic tricuspid stenosis and regurgitation,93113,Rheumatic fever,rh_fever,174
G1z..00,Chronic rheumatic heart disease NOS,20001,Rheumatic fever,rh_fever,174
Gyu0000,[X]Other acute rheumatic heart disease,100051,Rheumatic fever,rh_fever,174
G120.00,Rheumatic aortic stenosis,9391,Rheumatic fever,rh_fever,174
G02..11,Sydenham's chorea,20246,Rheumatic fever,rh_fever,174
G10..00,Chronic rheumatic pericarditis,44376,Rheumatic fever,rh_fever,174
G020.00,Rheumatic chorea with heart involvement,69995,Rheumatic fever,rh_fever,174
G01yz00,Other acute rheumatic heart disease NOS,105615,Rheumatic fever,rh_fever,174
G141z00,Rheumatic pulmonary valve disease NOS,36768,Rheumatic fever,rh_fever,174
G1yz100,Rheumatic left ventricular failure,22262,Rheumatic fever,rh_fever,174
G12z.00,Rheumatic aortic valve disease NOS,50809,Rheumatic fever,rh_fever,174
G0z..00,Acute rheumatic fever NOS,14840,Rheumatic fever,rh_fever,174
G14021Y,Rheumatic tricuspid stenosis and incompetence,62186,Rheumatic fever,rh_fever,174
G14..00,Other chronic rheumatic endocardial disease,68126,Rheumatic fever,rh_fever,174
Gyu0.00,[X]Acute rheumatic fever,101539,Rheumatic fever,rh_fever,174
G100.00,Adherent rheumatic pericardium,40957,Rheumatic fever,rh_fever,174
G11..11,Rheumatic mitral valve disease,16545,Rheumatic fever,rh_fever,174
G01y.00,Other acute rheumatic heart disease,73540,Rheumatic fever,rh_fever,174
G1yz000,Rheumatic heart disease unspecified,53878,Rheumatic fever,rh_fever,174
G0y..00,Other specified acute rheumatic fever,59942,Rheumatic fever,rh_fever,174
G141.00,Rheumatic pulmonary valve disease,44167,Rheumatic fever,rh_fever,174
G102.00,Chronic rheumatic myopericarditis,72628,Rheumatic fever,rh_fever,174
G01y000,Acute rheumatic pancarditis,23619,Rheumatic fever,rh_fever,174
G14z.11,"Rheumatic valvulitis, chronic NOS",59275,Rheumatic fever,rh_fever,174
G140200,Rheumatic tricuspid stenosis and insufficiency,93114,Rheumatic fever,rh_fever,174
G140z00,Rheumatic tricuspid valve disease NOS,72613,Rheumatic fever,rh_fever,174
H571.00,Rheumatic pneumonia,64799,Rheumatic fever,rh_fever,174
G01z.00,Acute rheumatic heart disease NOS,68849,Rheumatic fever,rh_fever,174
G010.00,Acute rheumatic pericarditis,24636,Rheumatic fever,rh_fever,174
G110.11,Rheumatic mitral stenosis,32435,Rheumatic fever,rh_fever,174
G140100,Rheumatic tricuspid insufficiency,60266,Rheumatic fever,rh_fever,174
G1yz.00,Other and unspecified rheumatic heart disease,57980,Rheumatic fever,rh_fever,174
G140000,Rheumatic tricuspid stenosis,31505,Rheumatic fever,rh_fever,174
G00..00,Rheumatic fever without heart involvement,48189,Rheumatic fever,rh_fever,174
G0...00,Acute rheumatic fever,764,Rheumatic fever,rh_fever,174
G1y..00,Other specified chronic rheumatic heart disease,15643,Rheumatic fever,rh_fever,174
M15y600,Erythema marginatum in acute rheumatic fever,34916,Rheumatic fever,rh_fever,174
14A1.00,H/O: rheumatic fever,5927,Rheumatic fever,rh_fever,174
G011.00,Acute rheumatic endocarditis,36886,Rheumatic fever,rh_fever,174
G14z.00,Rheumatic endocarditis NOS,15132,Rheumatic fever,rh_fever,174
G012.00,Acute rheumatic myocarditis,48099,Rheumatic fever,rh_fever,174
G02z.00,Rheumatic chorea NOS,72936,Rheumatic fever,rh_fever,174
G01..00,Rheumatic fever with heart involvement,44756,Rheumatic fever,rh_fever,174
G111.00,Rheumatic mitral insufficiency,51879,Rheumatic fever,rh_fever,174
GA0..00,Carditis due to rheumatic fever,107591,Rheumatic fever,rh_fever,174
G021.00,Rheumatic chorea without mention of heart involvement,63252,Rheumatic fever,rh_fever,174
G141000,Rheumatic pulmonary stenosis,62207,Rheumatic fever,rh_fever,174
G121.00,Rheumatic aortic insufficiency,32211,Rheumatic fever,rh_fever,174
G111.12,Mitral regurgitation - rheumatic,22837,Rheumatic fever,rh_fever,174
G121.12,Aortic regurgitation - rheumatic,7963,Rheumatic fever,rh_fever,174
G1yzz00,Other rheumatic heart disease NOS,59854,Rheumatic fever,rh_fever,174
G140111,Tricuspid regurgitation - rheumatic,21980,Rheumatic fever,rh_fever,174
G1...00,Chronic rheumatic heart disease,9312,Rheumatic fever,rh_fever,174
G141200,Rheumatic pulmonary stenosis and insufficiency,105626,Rheumatic fever,rh_fever,174
G02..00,Rheumatic chorea,5326,Rheumatic fever,rh_fever,174
G111.11,Mitral incompetence - rheumatic,21807,Rheumatic fever,rh_fever,174
G12..00,Rheumatic aortic valve disease,18100,Rheumatic fever,rh_fever,174
